Age,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
-1.33854867916421,-0.8364945811961981,-0.34150809978907015,-0.934448965076841,0.13964805190147475,-0.5617061256171303,0,2.9212836741892674,-0.2521474772267281,-1.2151583420968803,1.5405561798676268
0.146635215074293,1.6209235146654557,1.4018684731557018,2.373568280706682,-1.0482843366743966,-0.5617061256171303,1,-0.3423152666875209,-0.2521474772267281,-1.2151583420968803,1.5405561798676268
-1.33854867916421,1.0173471402432952,-0.34150809978907015,0.6625248777152046,-1.0482843366743966,3.4082846610459865,0,-0.3423152666875209,-0.2521474772267281,0.8229380199739216,-0.6491162172910342
-1.2511849206795922,-0.25447450586054327,-1.213196386261456,-0.5352055043788296,-1.0482843366743966,-0.5617061256171303,0,2.9212836741892674,-0.2521474772267281,0.8229380199739216,-0.6491162172910342
1.4570915923435603,-0.9442760766287268,0.5301801866833159,-0.7063098446779774,0.13964805190147475,-0.5617061256171303,0,-0.3423152666875209,-0.2521474772267281,0.8229380199739216,-0.6491162172910342
-0.2028198188641783,-0.10358041225500313,1.4018684731557018,0.5484553175157727,-1.0482843366743966,-0.5617061256171303,0,-0.3423152666875209,-0.2521474772267281,0.8229380199739216,1.5405561798676268
-1.2511849206795922,1.1682412338488353,-1.213196386261456,2.3165335006069663,-1.0482843366743966,-0.5617061256171303,0,-0.3423152666875209,-0.2521474772267281,-1.2151583420968803,-0.6491162172910342
0.32136273204352866,1.276022729281364,-1.213196386261456,3.057985641903273,-1.0482843366743966,-0.5617061256171303,0,-0.3423152666875209,-0.2521474772267281,0.8229380199739216,1.5405561798676268
1.2823640753743246,-0.9227197775422211,-0.34150809978907015,-0.5352055043788296,1.3275804404773461,-0.5617061256171303,0,-0.3423152666875209,-0.2521474772267281,-1.2151583420968803,-0.6491162172910342
1.2823640753743246,1.189797532935341,-0.34150809978907015,2.3165335006069663,-1.0482843366743966,-0.5617061256171303,0,-0.3423152666875209,-0.2521474772267281,0.8229380199739216,-0.6491162172910342
1.2823640753743246,-0.9011634784557153,0.5301801866833159,-0.8774141849771251,0.13964805190147475,1.0438048542833949,0,-0.3423152666875209,-0.2521474772267281,0.8229380199739216,-0.6491162172910342
0.146635215074293,-0.4484811976390949,1.4018684731557018,-0.02189248348138645,1.3275804404773461,0.39187009274803014,0,2.9212836741892674,3.965932996826344,-1.2151583420968803,1.5405561798676268
0.6708177659819999,2.3753939826931565,-1.213196386261456,3.5142638827010004,-1.0482843366743966,2.3865958556547433,0,-0.3423152666875209,-0.2521474772267281,0.8229380199739216,-0.6491162172910342
0.7581815244666178,-0.6424878894176466,-0.34150809978907015,0.20624663691747716,1.3275804404773461,-0.5617061256171303,0,-0.3423152666875209,-0.2521474772267281,0.8229380199739216,-0.6491162172910342
0.7581815244666178,1.836486505530513,-0.34150809978907015,-0.8203794048774092,-1.0482843366743966,3.923994248529185,0,-0.3423152666875209,-0.2521474772267281,0.8229380199739216,-0.6491162172910342
